Día,Edad,Físico (F),Técnico (T),Mental (M),Rating (R)
1002.0,20.745205479451265,1.0,1.0,1.0,100.0
1003.0,20.74794520547866,1.0,1.0,1.0,100.0
1004.0,20.750684931506058,1.0,1.0,1.0,100.0
1005.0,20.753424657533454,1.0,1.0,1.0,100.0
1006.0,20.75616438356085,1.0,1.0,1.0,100.0
1007.0,20.758904109588247,1.0,1.0,1.0,100.0
1008.0,20.761643835615644,1.0,1.0,1.0,100.0
1009.0,20.76438356164304,1.0,1.0,1.0,100.0
1010.0,20.767123287670437,1.0,1.0,1.0,100.0
1011.0,20.769863013697833,1.0,1.0,1.0,100.0
1012.0,20.77260273972523,1.0,1.0,1.0,100.0
1013.0,20.775342465752626,1.0,1.0,1.0,100.0
1014.0,20.778082191780022,1.0,1.0,1.0,100.0
1015.0,20.78082191780742,1.0,1.0,1.0,100.0
1016.0,20.783561643834815,1.0,1.0,1.0,100.0
1017.0,20.786301369862212,1.0,1.0,1.0,100.0
1018.0,20.78904109588961,1.0,1.0,1.0,100.0
1019.0,20.791780821917005,1.0,1.0,1.0,100.0
1020.0,20.7945205479444,1.0,1.0,1.0,100.0
1021.0,20.797260273971798,1.0,1.0,1.0,100.0
1022.0,20.799999999999194,1.0,1.0,1.0,100.0
1023.0,20.80273972602659,1.0,1.0,1.0,100.0
1024.0,20.805479452053987,1.0,1.0,1.0,100.0
1025.0,20.808219178081384,1.0,1.0,1.0,100.0
1026.0,20.81095890410878,1.0,1.0,1.0,100.0
1027.0,20.813698630136177,1.0,1.0,1.0,100.0
1028.0,20.816438356163573,1.0,1.0,1.0,100.0
1029.0,20.81917808219097,1.0,1.0,1.0,100.0
1030.0,20.821917808218366,1.0,1.0,1.0,100.0
1031.0,20.824657534245762,1.0,1.0,1.0,100.0
1032.0,20.82739726027316,1.0,1.0,1.0,100.0
1033.0,20.830136986300555,1.0,1.0,1.0,100.0
1034.0,20.832876712327952,1.0,1.0,1.0,100.0
1035.0,20.83561643835535,1.0,1.0,1.0,100.0
1036.0,20.838356164382745,1.0,1.0,1.0,100.0
1037.0,20.84109589041014,1.0,1.0,1.0,100.0
1038.0,20.843835616437538,1.0,1.0,1.0,100.0
1039.0,20.846575342464934,1.0,1.0,1.0,100.0
1040.0,20.84931506849233,1.0,1.0,1.0,100.0
1041.0,20.852054794519727,1.0,1.0,1.0,100.0
1042.0,20.854794520547124,1.0,1.0,1.0,100.0
1043.0,20.85753424657452,1.0,1.0,1.0,100.0
1044.0,20.860273972601917,1.0,1.0,1.0,100.0
1045.0,20.863013698629313,1.0,1.0,1.0,100.0
1046.0,20.86575342465671,1.0,1.0,1.0,100.0
1047.0,20.868493150684106,1.0,1.0,1.0,100.0
1048.0,20.871232876711503,1.0,1.0,1.0,100.0
1049.0,20.8739726027389,1.0,1.0,1.0,100.0
1050.0,20.876712328766295,1.0,1.0,1.0,100.0
1051.0,20.879452054793692,1.0,1.0,1.0,100.0
1052.0,20.88219178082109,1.0,1.0,1.0,100.0
1053.0,20.884931506848485,1.0,1.0,1.0,100.0
1054.0,20.88767123287588,1.0,1.0,1.0,100.0
1055.0,20.890410958903278,1.0,1.0,1.0,100.0
1056.0,20.893150684930674,1.0,1.0,1.0,100.0
1057.0,20.89589041095807,1.0,1.0,1.0,100.0
1058.0,20.898630136985467,1.0,1.0,1.0,100.0
1059.0,20.901369863012864,1.0,1.0,1.0,100.0
1060.0,20.90410958904026,1.0,1.0,1.0,100.0
1061.0,20.906849315067657,1.0,1.0,1.0,100.0
1062.0,20.909589041095053,1.0,1.0,1.0,100.0
1063.0,20.91232876712245,1.0,1.0,1.0,100.0
1064.0,20.915068493149846,1.0,1.0,1.0,100.0
1065.0,20.917808219177243,1.0,1.0,1.0,100.0
1066.0,20.92054794520464,1.0,1.0,1.0,100.0
1067.0,20.923287671232035,1.0,1.0,1.0,100.0
1068.0,20.926027397259432,1.0,1.0,1.0,100.0
1069.0,20.92876712328683,1.0,1.0,1.0,100.0
1070.0,20.931506849314225,1.0,1.0,1.0,100.0
1071.0,20.93424657534162,1.0,1.0,1.0,100.0
1072.0,20.936986301369018,1.0,1.0,1.0,100.0
1073.0,20.939726027396414,1.0,1.0,1.0,100.0
1074.0,20.94246575342381,1.0,1.0,1.0,100.0
1075.0,20.945205479451207,1.0,1.0,1.0,100.0
1076.0,20.947945205478604,1.0,1.0,1.0,100.0
1077.0,20.950684931506,1.0,1.0,1.0,100.0
1078.0,20.953424657533397,1.0,1.0,1.0,100.0
1079.0,20.956164383560793,1.0,1.0,1.0,100.0
1080.0,20.95890410958819,1.0,1.0,1.0,100.0
1081.0,20.961643835615586,1.0,1.0,1.0,100.0
1082.0,20.964383561642983,1.0,1.0,1.0,100.0
1083.0,20.96712328767038,1.0,1.0,1.0,100.0
1084.0,20.969863013697776,1.0,1.0,1.0,100.0
1085.0,20.972602739725172,1.0,1.0,1.0,100.0
1086.0,20.97534246575257,1.0,1.0,1.0,100.0
1087.0,20.978082191779965,1.0,1.0,1.0,100.0
1088.0,20.98082191780736,1.0,1.0,1.0,100.0
1089.0,20.983561643834758,1.0,1.0,1.0,100.0
1090.0,20.986301369862154,1.0,1.0,1.0,100.0
1091.0,20.98904109588955,1.0,1.0,1.0,100.0
1092.0,20.991780821916947,1.0,1.0,1.0,100.0
1093.0,20.994520547944344,1.0,1.0,1.0,100.0
1094.0,20.99726027397174,1.0,1.0,1.0,100.0
1095.0,20.999999999999137,1.0,1.0,1.0,100.0
1096.0,21.002739726026533,1.0,1.0,1.0,100.0
1097.0,21.00547945205393,1.0,1.0,1.0,100.0
1098.0,21.008219178081326,1.0,1.0,1.0,100.0
1099.0,21.010958904108723,1.0,1.0,1.0,100.0
1100.0,21.01369863013612,1.0,1.0,1.0,100.0
1101.0,21.016438356163516,1.0,1.0,1.0,100.0
1102.0,21.019178082190912,1.0,1.0,1.0,100.0
1103.0,21.02191780821831,1.0,1.0,1.0,100.0
1104.0,21.024657534245705,1.0,1.0,1.0,100.0
1105.0,21.0273972602731,1.0,1.0,1.0,100.0
1106.0,21.030136986300498,1.0,1.0,1.0,100.0
1107.0,21.032876712327894,1.0,1.0,1.0,100.0
1108.0,21.03561643835529,1.0,1.0,1.0,100.0
1109.0,21.038356164382687,1.0,1.0,1.0,100.0
1110.0,21.041095890410084,1.0,1.0,1.0,100.0
1111.0,21.04383561643748,1.0,1.0,1.0,100.0
1112.0,21.046575342464877,1.0,1.0,1.0,100.0
1113.0,21.049315068492273,1.0,1.0,1.0,100.0
1114.0,21.05205479451967,1.0,1.0,1.0,100.0
1115.0,21.054794520547066,1.0,1.0,1.0,100.0
1116.0,21.057534246574463,1.0,1.0,1.0,100.0
1117.0,21.06027397260186,1.0,1.0,1.0,100.0
1118.0,21.063013698629256,1.0,1.0,1.0,100.0
1119.0,21.065753424656652,1.0,1.0,1.0,100.0
1120.0,21.06849315068405,1.0,1.0,1.0,100.0
1121.0,21.071232876711445,1.0,1.0,1.0,100.0
1122.0,21.07397260273884,1.0,1.0,1.0,100.0
1123.0,21.076712328766238,1.0,1.0,1.0,100.0
1124.0,21.079452054793634,1.0,1.0,1.0,100.0
1125.0,21.08219178082103,1.0,1.0,1.0,100.0
1126.0,21.084931506848427,1.0,1.0,1.0,100.0
1127.0,21.087671232875824,1.0,1.0,1.0,100.0
1128.0,21.09041095890322,1.0,1.0,1.0,100.0
1129.0,21.093150684930617,1.0,1.0,1.0,100.0
1130.0,21.095890410958013,1.0,1.0,1.0,100.0
1131.0,21.09863013698541,1.0,1.0,1.0,100.0
1132.0,21.101369863012806,1.0,1.0,1.0,100.0
1133.0,21.104109589040203,1.0,1.0,1.0,100.0
1134.0,21.1068493150676,1.0,1.0,1.0,100.0
1135.0,21.109589041094996,1.0,1.0,1.0,100.0
1136.0,21.112328767122392,1.0,1.0,1.0,100.0
1137.0,21.11506849314979,1.0,1.0,1.0,100.0
1138.0,21.117808219177185,1.0,1.0,1.0,100.0
1139.0,21.12054794520458,1.0,1.0,1.0,100.0
1140.0,21.123287671231978,1.0,1.0,1.0,100.0
1141.0,21.126027397259374,1.0,1.0,1.0,100.0
1142.0,21.12876712328677,1.0,1.0,1.0,100.0
1143.0,21.131506849314167,1.0,1.0,1.0,100.0
1144.0,21.134246575341564,1.0,1.0,1.0,100.0
1145.0,21.13698630136896,1.0,1.0,1.0,100.0
1146.0,21.139726027396357,1.0,1.0,1.0,100.0
1147.0,21.142465753423753,1.0,1.0,1.0,100.0
1148.0,21.14520547945115,1.0,1.0,1.0,100.0
1149.0,21.147945205478546,1.0,1.0,1.0,100.0
1150.0,21.150684931505943,1.0,1.0,1.0,100.0
1151.0,21.15342465753334,1.0,1.0,1.0,100.0
1152.0,21.156164383560736,1.0,1.0,1.0,100.0
1153.0,21.158904109588132,1.0,1.0,1.0,100.0
1154.0,21.16164383561553,1.0,1.0,1.0,100.0
1155.0,21.164383561642925,1.0,1.0,1.0,100.0
1156.0,21.16712328767032,1.0,1.0,1.0,100.0
1157.0,21.169863013697718,1.0,1.0,1.0,100.0
1158.0,21.172602739725114,1.0,1.0,1.0,100.0
1159.0,21.17534246575251,1.0,1.0,1.0,100.0
1160.0,21.178082191779907,1.0,1.0,1.0,100.0
1161.0,21.180821917807304,1.0,1.0,1.0,100.0
1162.0,21.1835616438347,1.0,1.0,1.0,100.0
1163.0,21.186301369862097,1.0,1.0,1.0,100.0
1164.0,21.189041095889493,1.0,1.0,1.0,100.0
1165.0,21.19178082191689,1.0,1.0,1.0,100.0
1166.0,21.194520547944286,1.0,1.0,1.0,100.0
1167.0,21.197260273971683,1.0,1.0,1.0,100.0
1168.0,21.19999999999908,1.0,1.0,1.0,100.0
1169.0,21.202739726026476,1.0,1.0,1.0,100.0
1170.0,21.205479452053872,1.0,1.0,1.0,100.0
1171.0,21.20821917808127,1.0,1.0,1.0,100.0
1172.0,21.210958904108665,1.0,1.0,1.0,100.0
1173.0,21.21369863013606,1.0,1.0,1.0,100.0
1174.0,21.216438356163458,1.0,1.0,1.0,100.0
1175.0,21.219178082190854,1.0,1.0,1.0,100.0
1176.0,21.22191780821825,1.0,1.0,1.0,100.0
1177.0,21.224657534245647,1.0,1.0,1.0,100.0
1178.0,21.227397260273044,1.0,1.0,1.0,100.0
1179.0,21.23013698630044,1.0,1.0,1.0,100.0
1180.0,21.232876712327837,1.0,1.0,1.0,100.0
1181.0,21.235616438355233,1.0,1.0,1.0,100.0
1182.0,21.23835616438263,1.0,1.0,1.0,100.0
1183.0,21.241095890410026,1.0,1.0,1.0,100.0
1184.0,21.243835616437423,1.0,1.0,1.0,100.0
1185.0,21.24657534246482,1.0,1.0,1.0,100.0
1186.0,21.249315068492216,1.0,1.0,1.0,100.0
1187.0,21.252054794519612,1.0,1.0,1.0,100.0
1188.0,21.25479452054701,1.0,1.0,1.0,100.0
1189.0,21.257534246574405,1.0,1.0,1.0,100.0
1190.0,21.2602739726018,1.0,1.0,1.0,100.0
1191.0,21.263013698629198,1.0,1.0,1.0,100.0
1192.0,21.265753424656594,1.0,1.0,1.0,100.0
1193.0,21.26849315068399,1.0,1.0,1.0,100.0
1194.0,21.271232876711387,1.0,1.0,1.0,100.0
1195.0,21.273972602738784,1.0,1.0,1.0,100.0
1196.0,21.27671232876618,1.0,1.0,1.0,100.0
1197.0,21.279452054793577,1.0,1.0,1.0,100.0
1198.0,21.282191780820973,1.0,1.0,1.0,100.0
1199.0,21.28493150684837,1.0,1.0,1.0,100.0
1200.0,21.287671232875766,1.0,1.0,1.0,100.0
1201.0,21.290410958903163,1.0,1.0,1.0,100.0
1202.0,21.29315068493056,1.0,1.0,1.0,100.0
1203.0,21.295890410957956,1.0,1.0,1.0,100.0
1204.0,21.298630136985352,1.0,1.0,1.0,100.0
1205.0,21.30136986301275,1.0,1.0,1.0,100.0
1206.0,21.304109589040145,1.0,1.0,1.0,100.0
1207.0,21.30684931506754,1.0,1.0,1.0,100.0
1208.0,21.309589041094938,1.0,1.0,1.0,100.0
1209.0,21.312328767122334,1.0,1.0,1.0,100.0
1210.0,21.31506849314973,1.0,1.0,1.0,100.0
1211.0,21.317808219177127,1.0,1.0,1.0,100.0
1212.0,21.320547945204524,1.0,1.0,1.0,100.0
1213.0,21.32328767123192,1.0,1.0,1.0,100.0
1214.0,21.326027397259317,1.0,1.0,1.0,100.0
1215.0,21.328767123286713,1.0,1.0,1.0,100.0
1216.0,21.33150684931411,1.0,1.0,1.0,100.0
1217.0,21.334246575341506,1.0,1.0,1.0,100.0
1218.0,21.336986301368903,1.0,1.0,1.0,100.0
1219.0,21.3397260273963,1.0,1.0,1.0,100.0
1220.0,21.342465753423696,1.0,1.0,1.0,100.0
1221.0,21.345205479451092,1.0,1.0,1.0,100.0
1222.0,21.34794520547849,1.0,1.0,1.0,100.0
1223.0,21.350684931505885,1.0,1.0,1.0,100.0
1224.0,21.35342465753328,1.0,1.0,1.0,100.0
1225.0,21.356164383560678,1.0,1.0,1.0,100.0
1226.0,21.358904109588075,1.0,1.0,1.0,100.0
1227.0,21.36164383561547,1.0,1.0,1.0,100.0
1228.0,21.364383561642867,1.0,1.0,1.0,100.0
1229.0,21.367123287670264,1.0,1.0,1.0,100.0
1230.0,21.36986301369766,1.0,1.0,1.0,100.0
1231.0,21.372602739725057,1.0,1.0,1.0,100.0
1232.0,21.375342465752453,1.0,1.0,1.0,100.0
1233.0,21.37808219177985,1.0,1.0,1.0,100.0
1234.0,21.380821917807246,1.0,1.0,1.0,100.0
1235.0,21.383561643834643,1.0,1.0,1.0,100.0
1236.0,21.38630136986204,1.0,1.0,1.0,100.0
1237.0,21.389041095889436,1.0,1.0,1.0,100.0
1238.0,21.391780821916832,1.0,1.0,1.0,100.0
1239.0,21.39452054794423,1.0,1.0,1.0,100.0
1240.0,21.397260273971625,1.0,1.0,1.0,100.0
1241.0,21.39999999999902,1.0,1.0,1.0,100.0
1242.0,21.402739726026418,1.0,1.0,1.0,100.0
1243.0,21.405479452053815,1.0,1.0,1.0,100.0
1244.0,21.40821917808121,1.0,1.0,1.0,100.0
1245.0,21.410958904108607,1.0,1.0,1.0,100.0
1246.0,21.413698630136004,1.0,1.0,1.0,100.0
1247.0,21.4164383561634,1.0,1.0,1.0,100.0
1248.0,21.419178082190797,1.0,1.0,1.0,100.0
1249.0,21.421917808218193,1.0,1.0,1.0,100.0
1250.0,21.42465753424559,1.0,1.0,1.0,100.0
1251.0,21.427397260272986,1.0,1.0,1.0,100.0
1252.0,21.430136986300383,1.0,1.0,1.0,100.0
1253.0,21.43287671232778,1.0,1.0,1.0,100.0
1254.0,21.435616438355176,1.0,1.0,1.0,100.0
1255.0,21.438356164382572,1.0,1.0,1.0,100.0
1256.0,21.44109589040997,1.0,1.0,1.0,100.0
1257.0,21.443835616437365,1.0,1.0,1.0,100.0
1258.0,21.44657534246476,1.0,1.0,1.0,100.0
1259.0,21.449315068492158,1.0,1.0,1.0,100.0
1260.0,21.452054794519555,1.0,1.0,1.0,100.0
1261.0,21.45479452054695,1.0,1.0,1.0,100.0
1262.0,21.457534246574347,1.0,1.0,1.0,100.0
1263.0,21.460273972601744,1.0,1.0,1.0,100.0
1264.0,21.46301369862914,1.0,1.0,1.0,100.0
1265.0,21.465753424656537,1.0,1.0,1.0,100.0
1266.0,21.468493150683933,1.0,1.0,1.0,100.0
1267.0,21.47123287671133,1.0,1.0,1.0,100.0
1268.0,21.473972602738726,1.0,1.0,1.0,100.0
1269.0,21.476712328766123,1.0,1.0,1.0,100.0
1270.0,21.47945205479352,1.0,1.0,1.0,100.0
1271.0,21.482191780820916,1.0,1.0,1.0,100.0
1272.0,21.484931506848312,1.0,1.0,1.0,100.0
1273.0,21.48767123287571,1.0,1.0,1.0,100.0
1274.0,21.490410958903105,1.0,1.0,1.0,100.0
1275.0,21.4931506849305,1.0,1.0,1.0,100.0
1276.0,21.495890410957898,1.0,1.0,1.0,100.0
1277.0,21.498630136985295,1.0,1.0,1.0,100.0
1278.0,21.50136986301269,1.0,1.0,1.0,100.0
1279.0,21.504109589040088,1.0,1.0,1.0,100.0
1280.0,21.506849315067484,1.0,1.0,1.0,100.0
1281.0,21.50958904109488,1.0,1.0,1.0,100.0
1282.0,21.512328767122277,1.0,1.0,1.0,100.0
1283.0,21.515068493149673,1.0,1.0,1.0,100.0
1284.0,21.51780821917707,1.0,1.0,1.0,100.0
1285.0,21.520547945204466,1.0,1.0,1.0,100.0
1286.0,21.523287671231863,1.0,1.0,1.0,100.0
1287.0,21.52602739725926,1.0,1.0,1.0,100.0
1288.0,21.528767123286656,1.0,1.0,1.0,100.0
1289.0,21.531506849314052,1.0,1.0,1.0,100.0
1290.0,21.53424657534145,1.0,1.0,1.0,100.0
1291.0,21.536986301368845,1.0,1.0,1.0,100.0
1292.0,21.53972602739624,1.0,1.0,1.0,100.0
1293.0,21.542465753423638,1.0,1.0,1.0,100.0
1294.0,21.545205479451035,1.0,1.0,1.0,100.0
1295.0,21.54794520547843,1.0,1.0,1.0,100.0
1296.0,21.550684931505828,1.0,1.0,1.0,100.0
1297.0,21.553424657533224,1.0,1.0,1.0,100.0
1298.0,21.55616438356062,1.0,1.0,1.0,100.0
1299.0,21.558904109588017,1.0,1.0,1.0,100.0
1300.0,21.561643835615413,1.0,1.0,1.0,100.0
1301.0,21.56438356164281,1.0,1.0,1.0,100.0
1302.0,21.567123287670206,1.0,1.0,1.0,100.0
1303.0,21.569863013697603,1.0,1.0,1.0,100.0
1304.0,21.572602739725,1.0,1.0,1.0,100.0
1305.0,21.575342465752396,1.0,1.0,1.0,100.0
1306.0,21.578082191779792,1.0,1.0,1.0,100.0
1307.0,21.58082191780719,1.0,1.0,1.0,100.0
1308.0,21.583561643834585,1.0,1.0,1.0,100.0
1309.0,21.58630136986198,1.0,1.0,1.0,100.0
1310.0,21.589041095889378,1.0,1.0,1.0,100.0
1311.0,21.591780821916775,1.0,1.0,1.0,100.0
1312.0,21.59452054794417,1.0,1.0,1.0,100.0
1313.0,21.597260273971568,1.0,1.0,1.0,100.0
1314.0,21.599999999998964,1.0,1.0,1.0,100.0
1315.0,21.60273972602636,1.0,1.0,1.0,100.0
1316.0,21.605479452053757,1.0,1.0,1.0,100.0
1317.0,21.608219178081153,1.0,1.0,1.0,100.0
1318.0,21.61095890410855,1.0,1.0,1.0,100.0
1319.0,21.613698630135946,1.0,1.0,1.0,100.0
1320.0,21.616438356163343,1.0,1.0,1.0,100.0
1321.0,21.61917808219074,1.0,1.0,1.0,100.0
1322.0,21.621917808218136,1.0,1.0,1.0,100.0
1323.0,21.624657534245532,1.0,1.0,1.0,100.0
1324.0,21.62739726027293,1.0,1.0,1.0,100.0
1325.0,21.630136986300325,1.0,1.0,1.0,100.0
1326.0,21.63287671232772,1.0,1.0,1.0,100.0
1327.0,21.635616438355118,1.0,1.0,1.0,100.0
1328.0,21.638356164382515,1.0,1.0,1.0,100.0
1329.0,21.64109589040991,1.0,1.0,1.0,100.0
1330.0,21.643835616437308,1.0,1.0,1.0,100.0
1331.0,21.646575342464704,1.0,1.0,1.0,100.0
1332.0,21.6493150684921,1.0,1.0,1.0,100.0
1333.0,21.652054794519497,1.0,1.0,1.0,100.0
1334.0,21.654794520546893,1.0,1.0,1.0,100.0
1335.0,21.65753424657429,1.0,1.0,1.0,100.0
1336.0,21.660273972601686,1.0,1.0,1.0,100.0
1337.0,21.663013698629083,1.0,1.0,1.0,100.0
1338.0,21.66575342465648,1.0,1.0,1.0,100.0
1339.0,21.668493150683876,1.0,1.0,1.0,100.0
1340.0,21.671232876711272,1.0,1.0,1.0,100.0
1341.0,21.67397260273867,1.0,1.0,1.0,100.0
1342.0,21.676712328766065,1.0,1.0,1.0,100.0
1343.0,21.67945205479346,1.0,1.0,1.0,100.0
1344.0,21.682191780820858,1.0,1.0,1.0,100.0
1345.0,21.684931506848255,1.0,1.0,1.0,100.0
1346.0,21.68767123287565,1.0,1.0,1.0,100.0
1347.0,21.690410958903048,1.0,1.0,1.0,100.0
1348.0,21.693150684930444,1.0,1.0,1.0,100.0
1349.0,21.69589041095784,1.0,1.0,1.0,100.0
1350.0,21.698630136985237,1.0,1.0,1.0,100.0
1351.0,21.701369863012633,1.0,1.0,1.0,100.0
1352.0,21.70410958904003,1.0,1.0,1.0,100.0
1353.0,21.706849315067426,1.0,1.0,1.0,100.0
1354.0,21.709589041094823,1.0,1.0,1.0,100.0
1355.0,21.71232876712222,1.0,1.0,1.0,100.0
1356.0,21.715068493149616,1.0,1.0,1.0,100.0
1357.0,21.717808219177012,1.0,1.0,1.0,100.0
1358.0,21.72054794520441,1.0,1.0,1.0,100.0
1359.0,21.723287671231805,1.0,1.0,1.0,100.0
1360.0,21.7260273972592,1.0,1.0,1.0,100.0
1361.0,21.728767123286598,1.0,1.0,1.0,100.0
1362.0,21.731506849313995,1.0,1.0,1.0,100.0
1363.0,21.73424657534139,1.0,1.0,1.0,100.0
1364.0,21.736986301368788,1.0,1.0,1.0,100.0
1365.0,21.739726027396184,1.0,1.0,1.0,100.0
1366.0,21.74246575342358,1.0,1.0,1.0,100.0
1367.0,21.745205479450977,1.0,1.0,1.0,100.0
1368.0,21.747945205478374,1.0,1.0,1.0,100.0
1369.0,21.75068493150577,1.0,1.0,1.0,100.0
1370.0,21.753424657533166,1.0,1.0,1.0,100.0
1371.0,21.756164383560563,1.0,1.0,1.0,100.0
1372.0,21.75890410958796,1.0,1.0,1.0,100.0
1373.0,21.761643835615356,1.0,1.0,1.0,100.0
1374.0,21.764383561642752,1.0,1.0,1.0,100.0
1375.0,21.76712328767015,1.0,1.0,1.0,100.0
1376.0,21.769863013697545,1.0,1.0,1.0,100.0
1377.0,21.77260273972494,1.0,1.0,1.0,100.0
1378.0,21.77534246575234,1.0,1.0,1.0,100.0
1379.0,21.778082191779735,1.0,1.0,1.0,100.0
1380.0,21.78082191780713,1.0,1.0,1.0,100.0
1381.0,21.783561643834528,1.0,1.0,1.0,100.0
1382.0,21.786301369861924,1.0,1.0,1.0,100.0
1383.0,21.78904109588932,1.0,1.0,1.0,100.0
1384.0,21.791780821916717,1.0,1.0,1.0,100.0
1385.0,21.794520547944114,1.0,1.0,1.0,100.0
1386.0,21.79726027397151,1.0,1.0,1.0,100.0
1387.0,21.799999999998906,1.0,1.0,1.0,100.0
1388.0,21.802739726026303,1.0,1.0,1.0,100.0
1389.0,21.8054794520537,1.0,1.0,1.0,100.0
1390.0,21.808219178081096,1.0,1.0,1.0,100.0
1391.0,21.810958904108492,1.0,1.0,1.0,100.0
1392.0,21.81369863013589,1.0,1.0,1.0,100.0
1393.0,21.816438356163285,1.0,1.0,1.0,100.0
1394.0,21.819178082190682,1.0,1.0,1.0,100.0
1395.0,21.82191780821808,1.0,1.0,1.0,100.0
1396.0,21.824657534245475,1.0,1.0,1.0,100.0
1397.0,21.82739726027287,1.0,1.0,1.0,100.0
1398.0,21.830136986300268,1.0,1.0,1.0,100.0
1399.0,21.832876712327664,1.0,1.0,1.0,100.0
1400.0,21.83561643835506,1.0,1.0,1.0,100.0
1401.0,21.838356164382457,1.0,1.0,1.0,100.0
1402.0,21.841095890409854,1.0,1.0,1.0,100.0
1403.0,21.84383561643725,1.0,1.0,1.0,100.0
1404.0,21.846575342464646,1.0,1.0,1.0,100.0
1405.0,21.849315068492043,1.0,1.0,1.0,100.0
1406.0,21.85205479451944,1.0,1.0,1.0,100.0
1407.0,21.854794520546836,1.0,1.0,1.0,100.0
1408.0,21.857534246574232,1.0,1.0,1.0,100.0
1409.0,21.86027397260163,1.0,1.0,1.0,100.0
1410.0,21.863013698629025,1.0,1.0,1.0,100.0
1411.0,21.865753424656422,1.0,1.0,1.0,100.0
1412.0,21.86849315068382,1.0,1.0,1.0,100.0
1413.0,21.871232876711215,1.0,1.0,1.0,100.0
1414.0,21.87397260273861,1.0,1.0,1.0,100.0
1415.0,21.876712328766008,1.0,1.0,1.0,100.0
1416.0,21.879452054793404,1.0,1.0,1.0,100.0
1417.0,21.8821917808208,1.0,1.0,1.0,100.0
1418.0,21.884931506848197,1.0,1.0,1.0,100.0
1419.0,21.887671232875594,1.0,1.0,1.0,100.0
1420.0,21.89041095890299,1.0,1.0,1.0,100.0
1421.0,21.893150684930387,1.0,1.0,1.0,100.0
1422.0,21.895890410957783,1.0,1.0,1.0,100.0
1423.0,21.89863013698518,1.0,1.0,1.0,100.0
1424.0,21.901369863012576,1.0,1.0,1.0,100.0
1425.0,21.904109589039972,1.0,1.0,1.0,100.0
1426.0,21.90684931506737,1.0,1.0,1.0,100.0
1427.0,21.909589041094765,1.0,1.0,1.0,100.0
1428.0,21.912328767122162,1.0,1.0,1.0,100.0
1429.0,21.91506849314956,1.0,1.0,1.0,100.0
1430.0,21.917808219176955,1.0,1.0,1.0,100.0
1431.0,21.92054794520435,1.0,1.0,1.0,100.0
1432.0,21.923287671231748,1.0,1.0,1.0,100.0
1433.0,21.926027397259144,1.0,1.0,1.0,100.0
1434.0,21.92876712328654,1.0,1.0,1.0,100.0
1435.0,21.931506849313937,1.0,1.0,1.0,100.0
1436.0,21.934246575341334,1.0,1.0,1.0,100.0
1437.0,21.93698630136873,1.0,1.0,1.0,100.0
1438.0,21.939726027396127,1.0,1.0,1.0,100.0
1439.0,21.942465753423523,1.0,1.0,1.0,100.0
1440.0,21.94520547945092,1.0,1.0,1.0,100.0
1441.0,21.947945205478316,1.0,1.0,1.0,100.0
1442.0,21.950684931505712,1.0,1.0,1.0,100.0
1443.0,21.95342465753311,1.0,1.0,1.0,100.0
1444.0,21.956164383560505,1.0,1.0,1.0,100.0
1445.0,21.958904109587902,1.0,1.0,1.0,100.0
1446.0,21.9616438356153,1.0,1.0,1.0,100.0
1447.0,21.964383561642695,1.0,1.0,1.0,100.0
1448.0,21.96712328767009,1.0,1.0,1.0,100.0
1449.0,21.969863013697488,1.0,1.0,1.0,100.0
1450.0,21.972602739724884,1.0,1.0,1.0,100.0
1451.0,21.97534246575228,1.0,1.0,1.0,100.0
1452.0,21.978082191779677,1.0,1.0,1.0,100.0
1453.0,21.980821917807074,1.0,1.0,1.0,100.0
1454.0,21.98356164383447,1.0,1.0,1.0,100.0
1455.0,21.986301369861867,1.0,1.0,1.0,100.0
1456.0,21.989041095889263,1.0,1.0,1.0,100.0
1457.0,21.99178082191666,1.0,1.0,1.0,100.0
1458.0,21.994520547944056,1.0,1.0,1.0,100.0
1459.0,21.997260273971452,1.0,1.0,1.0,100.0
1460.0,21.99999999999885,1.0,1.0,1.0,100.0
1461.0,22.002739726026245,1.0,1.0,1.0,100.0
1462.0,22.005479452053642,1.0,1.0,1.0,100.0
1463.0,22.00821917808104,1.0,1.0,1.0,100.0
1464.0,22.010958904108435,1.0,1.0,1.0,100.0
1465.0,22.01369863013583,1.0,1.0,1.0,100.0
1466.0,22.016438356163228,1.0,1.0,1.0,100.0
1467.0,22.019178082190624,1.0,1.0,1.0,100.0
1468.0,22.02191780821802,1.0,1.0,1.0,100.0
1469.0,22.024657534245417,1.0,1.0,1.0,100.0
1470.0,22.027397260272814,1.0,1.0,1.0,100.0
1471.0,22.03013698630021,1.0,1.0,1.0,100.0
1472.0,22.032876712327607,1.0,1.0,1.0,100.0
1473.0,22.035616438355003,1.0,1.0,1.0,100.0
1474.0,22.0383561643824,1.0,1.0,1.0,100.0
1475.0,22.041095890409796,1.0,1.0,1.0,100.0
1476.0,22.043835616437192,1.0,1.0,1.0,100.0
1477.0,22.04657534246459,1.0,1.0,1.0,100.0
1478.0,22.049315068491985,1.0,1.0,1.0,100.0
1479.0,22.052054794519382,1.0,1.0,1.0,100.0
1480.0,22.05479452054678,1.0,1.0,1.0,100.0
1481.0,22.057534246574175,1.0,1.0,1.0,100.0
1482.0,22.06027397260157,1.0,1.0,1.0,100.0
